Claim_ID,Customer_ID,Policy_Type,Claim_Amount,Status,Processing_Time_Days,Region,Submission_Date,Approval_Date
1450,17232,Motor,180245.15,Approved,17.0,West,2024-09-04,2024-09-21
1451,18093,Motor,199550.76,Approved,33.0,West,2024-05-21,2024-06-23
1452,10918,Travel,151910.68,Rejected,35.0,North,2024-11-06,2024-12-11
1453,14835,Property,194304.24,Approved,36.0,West,2024-08-09,2024-09-14
1454,19682,Motor,158484.72,Approved,33.0,East,2024-08-12,2024-09-14
1455,13343,Motor,192824.51,Approved,18.0,North,2024-12-19,2025-01-06
1456,12486,Travel,142917.79,Approved,3.0,North,2024-07-02,2024-07-05
1457,16873,Property,20553.87,Approved,27.0,South,2024-12-29,2025-01-25
1458,10272,Motor,83374.44,Rejected,18.0,West,2024-10-31,2024-11-18
1459,14554,Motor,131086.47,Approved,39.0,South,2024-07-06,2024-08-14
1460,10819,Motor,73390.11,Rejected,3.0,East,2024-04-22,2024-04-25
1461,15292,Health,58309.86,Approved,9.0,North,2024-06-29,2024-07-08
1462,12615,Motor,117592.86,Approved,7.0,North,2024-07-17,2024-07-24
1463,16069,Motor,187032.87,Approved,10.0,North,2024-03-10,2024-03-20
1464,15640,Health,11821.47,Approved,2.0,East,2024-03-26,2024-03-28
1465,13984,Motor,155000.08,Approved,6.0,East,2024-02-08,2024-02-14
1466,14890,Health,145931.82,Approved,40.0,South,2024-05-10,2024-06-19
1467,17701,Motor,192970.92,Approved,10.0,South,2024-01-10,2024-01-20
1468,15191,Motor,186488.69,Rejected,15.0,South,2024-01-03,2024-01-18
1469,12981,Health,153635.35,Approved,28.0,West,2024-10-28,2024-11-25
1470,13039,Motor,106479.71,Approved,10.0,North,2024-05-29,2024-06-08
1471,14935,Property,44832.17,Approved,37.0,North,2024-03-07,2024-04-13
1472,10602,Health,111320.97,Approved,30.0,South,2024-07-11,2024-08-10
1473,17459,Motor,154243.64,Approved,21.0,North,2024-04-06,2024-04-27
1474,17419,Health,179655.5,Approved,16.0,South,2024-01-19,2024-02-04
1475,19624,Motor,158993.84,Approved,37.0,West,2024-11-13,2024-12-20
1476,18447,Property,43077.05,Approved,4.0,West,2024-04-07,2024-04-11
1477,17692,Motor,121938.83,Approved,24.0,East,2024-02-26,2024-03-21
1478,12487,Health,69773.82,Rejected,10.0,West,2024-12-16,2024-12-26
1479,11358,Motor,6795.11,Approved,31.0,South,2024-04-16,2024-05-17
1480,10689,Motor,44043.08,Approved,20.0,West,2024-03-28,2024-04-17
1481,18499,Travel,27078.03,Rejected,39.0,East,2024-05-20,2024-06-28
1482,16131,Travel,169330.23,Approved,4.0,North,2024-05-23,2024-05-27
1483,19888,Motor,55408.72,Approved,4.0,South,2024-02-21,2024-02-25
1484,13166,Motor,60516.1,Approved,35.0,North,2024-07-30,2024-09-03
1485,18600,Travel,192187.63,Approved,3.0,East,2024-02-10,2024-02-13
1486,10825,Property,78921.91,Approved,28.0,East,2024-10-30,2024-11-27
1487,11191,Motor,6869.2,Approved,24.0,East,2024-03-31,2024-04-24
1488,15647,Motor,60350.0,Pending,,North,2024-02-08,
1489,16785,Motor,28263.42,Rejected,33.0,North,2024-01-13,2024-02-15
1490,16813,Travel,25047.67,Approved,36.0,North,2024-04-05,2024-05-11
1491,19966,Motor,20110.02,Approved,41.0,North,2024-04-18,2024-05-29
1492,15641,Motor,120685.6,Approved,19.0,East,2024-04-13,2024-05-02
1493,10533,Health,41922.81,Approved,28.0,East,2024-12-19,2025-01-16
1494,16510,Motor,75442.34,Approved,12.0,South,2024-08-18,2024-08-30
1495,11207,Motor,173093.45,Approved,40.0,South,2024-02-12,2024-03-23
1496,18608,Motor,87745.94,Approved,20.0,North,2024-07-27,2024-08-16
1497,11237,Motor,183559.81,Approved,26.0,West,2024-03-28,2024-04-23
1498,14943,Motor,102097.92,Pending,,West,2024-04-02,
1499,14765,Health,82773.14,Approved,32.0,East,2024-06-22,2024-07-24
1500,14836,Motor,151325.84,Pending,,East,2024-05-05,
1501,10459,Health,19269.14,Pending,,East,2024-04-18,
1502,18841,Travel,22448.28,Approved,6.0,South,2024-02-16,2024-02-22
1503,10119,Health,132134.87,Rejected,15.0,South,2024-08-01,2024-08-16
1504,14768,Motor,99953.44,Approved,19.0,East,2024-04-01,2024-04-20
1505,15980,Motor,159130.97,Approved,37.0,East,2024-06-29,2024-08-05
1506,18509,Motor,183672.81,Approved,5.0,East,2024-02-10,2024-02-15
1507,16481,Motor,80731.54,Approved,25.0,West,2024-09-15,2024-10-10
1508,16298,Motor,121299.96,Approved,14.0,South,2024-04-30,2024-05-14
1509,19059,Health,102635.84,Approved,22.0,West,2024-03-17,2024-04-08
1510,13226,Motor,196414.08,Approved,34.0,West,2024-04-04,2024-05-08
1511,18585,Motor,167061.46,Approved,21.0,East,2024-09-25,2024-10-16
1512,12552,Motor,182788.85,Approved,6.0,East,2024-12-26,2025-01-01
1513,15378,Health,54596.32,Approved,25.0,North,2024-01-18,2024-02-12
1514,13228,Motor,155642.65,Approved,36.0,North,2024-10-19,2024-11-24
1515,10076,Health,56767.28,Approved,31.0,West,2024-06-19,2024-07-20
1516,13410,Motor,45704.79,Approved,29.0,South,2024-06-10,2024-07-09
1517,10408,Travel,189131.9,Approved,8.0,East,2024-11-06,2024-11-14
1518,14092,Travel,8764.36,Rejected,43.0,East,2024-02-21,2024-04-04
1519,12267,Motor,193250.8,Approved,36.0,West,2024-02-05,2024-03-12
1520,18935,Motor,34106.07,Approved,31.0,North,2024-07-05,2024-08-05
1521,14528,Motor,164790.43,Approved,35.0,South,2024-09-04,2024-10-09
1522,15574,Motor,58804.9,Rejected,40.0,North,2024-02-21,2024-04-01
1523,15773,Health,73386.95,Approved,10.0,North,2024-01-19,2024-01-29
1524,13834,Travel,47267.75,Approved,13.0,North,2024-04-01,2024-04-14
1525,13997,Health,119175.24,Approved,30.0,North,2024-05-18,2024-06-17
1526,17307,Travel,72878.63,Approved,11.0,East,2024-10-30,2024-11-10
1527,19179,Motor,133191.64,Approved,28.0,East,2024-12-22,2025-01-19
1528,15617,Motor,8051.23,Approved,20.0,North,2024-08-07,2024-08-27
1529,12701,Health,17553.1,Pending,,South,2024-04-08,
1530,13712,Motor,24433.92,Approved,43.0,West,2024-08-23,2024-10-05
1531,13907,Health,86703.77,Approved,38.0,South,2024-07-25,2024-09-01
1532,18946,Motor,163885.25,Rejected,33.0,South,2024-05-23,2024-06-25
1533,10675,Motor,178194.69,Approved,16.0,South,2024-07-17,2024-08-02
1534,14927,Property,52738.09,Rejected,22.0,North,2024-10-29,2024-11-20
1535,15349,Motor,117002.1,Approved,4.0,East,2024-11-18,2024-11-22
1536,16168,Property,154831.17,Rejected,9.0,South,2024-10-13,2024-10-22
1537,19902,Property,61321.74,Approved,7.0,North,2024-11-27,2024-12-04
1538,13475,Health,84756.51,Rejected,30.0,South,2024-09-20,2024-10-20
1539,16816,Health,107174.97,Rejected,20.0,South,2024-08-04,2024-08-24
1540,10541,Health,31300.6,Approved,18.0,North,2024-07-07,2024-07-25
1541,10164,Travel,10066.55,Approved,11.0,East,2024-02-13,2024-02-24
1542,17092,Motor,34797.13,Approved,34.0,East,2024-10-17,2024-11-20
1543,10984,Motor,127236.46,Pending,,West,2024-07-07,
1544,12661,Health,19355.56,Approved,28.0,North,2024-07-12,2024-08-09
1545,14468,Motor,41990.79,Approved,43.0,West,2024-09-26,2024-11-08
1546,10617,Motor,70881.51,Approved,13.0,West,2024-09-16,2024-09-29
1547,18260,Motor,20184.66,Approved,3.0,West,2024-08-26,2024-08-29
1548,15639,Health,42381.36,Approved,11.0,East,2024-04-21,2024-05-02
1549,14196,Travel,182697.61,Pending,,North,2024-03-09,
1550,10000,Motor,8763.33,Approved,24.0,West,2024-02-18,2024-03-13
1551,18377,Property,132419.23,Rejected,2.0,North,2024-11-06,2024-11-08
1552,14438,Health,79959.74,Approved,34.0,North,2024-05-30,2024-07-03
1553,14808,Travel,136166.5,Approved,27.0,East,2024-08-26,2024-09-22
1554,13079,Health,119794.89,Approved,16.0,West,2024-12-02,2024-12-18
1555,16719,Health,48582.26,Approved,23.0,West,2024-04-24,2024-05-17
1556,18327,Motor,170205.85,Pending,,North,2024-03-15,
1557,16018,Travel,100928.37,Rejected,2.0,South,2024-04-07,2024-04-09
1558,10382,Motor,165394.52,Approved,27.0,East,2024-04-20,2024-05-17
1559,10927,Travel,84172.44,Approved,22.0,East,2024-12-22,2025-01-13
1560,15059,Property,197013.68,Approved,42.0,East,2024-10-11,2024-11-22
1561,10560,Motor,155245.42,Pending,,East,2024-09-12,
1562,11189,Motor,193360.29,Rejected,40.0,West,2024-11-13,2024-12-23
1563,10897,Health,105293.66,Rejected,17.0,West,2024-11-04,2024-11-21
1564,12368,Motor,97369.77,Approved,33.0,South,2024-04-26,2024-05-29
1565,19930,Travel,152313.49,Approved,17.0,East,2024-06-24,2024-07-11
1566,14953,Motor,176656.8,Approved,14.0,East,2024-08-15,2024-08-29
1567,17898,Motor,193008.43,Approved,43.0,North,2024-12-12,2025-01-24
1568,14380,Property,68287.62,Approved,33.0,West,2024-04-15,2024-05-18
1569,12398,Health,160747.39,Approved,42.0,East,2024-12-07,2025-01-18
1570,16226,Travel,46075.89,Approved,25.0,South,2024-08-26,2024-09-20
1571,15743,Motor,111387.0,Rejected,14.0,South,2024-04-09,2024-04-23
1572,19585,Health,40070.39,Rejected,12.0,West,2024-06-24,2024-07-06
1573,12588,Health,72742.49,Approved,16.0,South,2024-12-15,2024-12-31
1574,16356,Health,186614.88,Approved,11.0,South,2024-09-05,2024-09-16
1575,13685,Health,33487.69,Approved,43.0,West,2024-03-16,2024-04-28
1576,19121,Health,128318.17,Rejected,42.0,East,2024-01-03,2024-02-14
1577,14309,Motor,120626.08,Rejected,4.0,East,2024-03-21,2024-03-25
1578,14399,Motor,28543.98,Rejected,17.0,South,2024-12-26,2025-01-12
1579,13226,Health,68565.91,Rejected,18.0,South,2024-10-14,2024-11-01
1580,11403,Motor,114781.39,Approved,26.0,East,2024-01-08,2024-02-03
1581,18391,Health,41499.83,Approved,31.0,West,2024-03-27,2024-04-27
1582,12285,Motor,161121.61,Approved,36.0,South,2024-10-12,2024-11-17
1583,18862,Health,194570.52,Approved,38.0,North,2024-03-14,2024-04-21
1584,11728,Health,46878.08,Rejected,14.0,West,2024-05-02,2024-05-16
1585,11249,Motor,41447.83,Approved,25.0,South,2024-10-20,2024-11-14
1586,10878,Motor,93712.34,Approved,39.0,South,2024-05-22,2024-06-30
1587,12523,Motor,150814.23,Approved,27.0,North,2024-06-06,2024-07-03
1588,10497,Health,59912.12,Pending,,North,2024-04-18,
1589,19169,Travel,8876.58,Approved,20.0,East,2024-11-29,2024-12-19
1590,17702,Motor,110538.02,Approved,29.0,West,2024-07-13,2024-08-11
1591,17578,Health,191537.11,Approved,8.0,West,2024-02-05,2024-02-13
1592,14879,Motor,81298.99,Approved,23.0,East,2024-03-30,2024-04-22
1593,10538,Motor,86926.24,Approved,31.0,West,2024-10-22,2024-11-22
1594,19092,Property,193935.83,Rejected,38.0,West,2024-11-25,2025-01-02
1595,11466,Motor,140448.48,Approved,17.0,West,2024-07-19,2024-08-05
1596,17714,Motor,145238.52,Rejected,37.0,West,2024-02-15,2024-03-23
1597,11733,Motor,114726.89,Approved,6.0,West,2024-04-16,2024-04-22
1598,10490,Motor,195048.8,Approved,30.0,North,2024-06-18,2024-07-18
1599,11709,Motor,139328.96,Pending,,West,2024-05-25,
1600,19945,Motor,179531.39,Approved,7.0,North,2024-12-21,2024-12-28
1601,16711,Health,141378.88,Approved,37.0,West,2024-06-26,2024-08-02
1602,11918,Motor,148347.59,Rejected,34.0,East,2024-03-01,2024-04-04
1603,18166,Health,61630.13,Approved,42.0,South,2024-01-03,2024-02-14
1604,16025,Motor,64178.35,Rejected,17.0,North,2024-03-22,2024-04-08
1605,19678,Motor,157682.01,Approved,35.0,West,2024-09-19,2024-10-24
1606,16099,Health,62857.73,Approved,44.0,East,2024-10-13,2024-11-26
1607,19692,Property,114740.16,Approved,27.0,South,2024-11-16,2024-12-13
1608,10197,Motor,53623.7,Rejected,38.0,North,2024-04-04,2024-05-12
1609,19726,Travel,164311.76,Approved,14.0,South,2024-03-04,2024-03-18
1610,11713,Health,26547.76,Rejected,18.0,East,2024-09-02,2024-09-20
1611,19540,Health,166742.09,Pending,,North,2024-03-17,
1612,14783,Health,122532.31,Approved,33.0,South,2024-09-15,2024-10-18
1613,18102,Motor,41447.36,Approved,29.0,West,2024-04-02,2024-05-01
1614,13844,Motor,110696.9,Approved,30.0,North,2024-10-17,2024-11-16
1615,10595,Health,60087.27,Approved,26.0,South,2024-09-27,2024-10-23
1616,18330,Motor,68076.13,Approved,23.0,East,2024-01-21,2024-02-13
1617,11014,Property,73547.97,Approved,28.0,East,2024-03-02,2024-03-30
1618,10241,Motor,17347.25,Pending,,North,2024-12-04,
1619,12363,Motor,197262.53,Pending,,South,2024-09-16,
1620,10732,Health,11149.25,Rejected,25.0,North,2024-08-24,2024-09-18
1621,10134,Motor,134186.89,Rejected,9.0,North,2024-05-20,2024-05-29
1622,13761,Health,77389.39,Approved,15.0,South,2024-06-15,2024-06-30
1623,12626,Health,130972.01,Approved,40.0,South,2024-03-07,2024-04-16
1624,17179,Property,74468.41,Rejected,15.0,West,2024-12-15,2024-12-30
1625,11510,Health,136381.38,Approved,6.0,South,2024-02-27,2024-03-04
1626,12796,Health,147200.92,Pending,,East,2024-07-30,
1627,16907,Health,139657.76,Approved,16.0,North,2024-05-09,2024-05-25
1628,14512,Property,27222.59,Approved,37.0,North,2024-01-25,2024-03-02
1629,14302,Motor,133094.18,Rejected,34.0,East,2024-01-11,2024-02-14
1630,11643,Motor,59597.57,Pending,,South,2024-09-13,
1631,14406,Motor,10616.27,Approved,21.0,East,2024-10-30,2024-11-20
1632,13364,Motor,85891.98,Rejected,2.0,East,2024-03-21,2024-03-23
1633,16768,Health,89540.91,Approved,17.0,West,2024-10-12,2024-10-29
1634,19591,Health,96098.96,Approved,19.0,East,2024-01-19,2024-02-07
1635,19742,Health,142440.71,Rejected,11.0,North,2024-04-19,2024-04-30
1636,13411,Motor,65224.54,Approved,24.0,East,2024-02-03,2024-02-27
1637,10082,Health,66479.7,Approved,19.0,North,2024-10-14,2024-11-02
1638,15696,Motor,16807.69,Approved,10.0,North,2024-11-27,2024-12-07
1639,19671,Health,138930.14,Approved,31.0,North,2024-09-11,2024-10-12
1640,12440,Health,115726.09,Approved,14.0,South,2024-05-05,2024-05-19
1641,15760,Motor,73137.9,Approved,32.0,West,2024-07-27,2024-08-28
1642,11782,Motor,142511.85,Approved,44.0,North,2024-05-13,2024-06-26
1643,18796,Motor,109784.76,Pending,,North,2024-03-26,
1644,16426,Travel,96502.76,Approved,33.0,South,2024-03-15,2024-04-17
1645,17906,Property,104708.29,Rejected,18.0,North,2024-05-14,2024-06-01
1646,18922,Health,129087.88,Approved,4.0,East,2024-10-27,2024-10-31
1647,11360,Motor,133700.51,Approved,2.0,East,2024-06-21,2024-06-23
1648,12078,Motor,61346.77,Approved,6.0,West,2024-07-31,2024-08-06
1649,10977,Health,32444.96,Approved,33.0,North,2024-11-16,2024-12-19
1650,17793,Health,35543.67,Approved,26.0,South,2024-12-15,2025-01-10
1651,11637,Motor,129681.22,Approved,6.0,East,2024-01-19,2024-01-25
1652,13300,Motor,175210.29,Approved,38.0,South,2024-04-28,2024-06-05
1653,14004,Health,84851.77,Approved,24.0,South,2024-10-29,2024-11-22
1654,10582,Motor,38056.43,Approved,13.0,East,2024-10-28,2024-11-10
1655,18651,Motor,152537.49,Approved,35.0,South,2024-10-11,2024-11-15
1656,18327,Motor,167335.45,Approved,24.0,East,2024-08-14,2024-09-07
1657,19169,Health,176713.58,Pending,,South,2024-07-30,
1658,18475,Travel,123332.13,Approved,6.0,East,2024-12-21,2024-12-27
1659,12398,Property,172842.07,Approved,29.0,North,2024-07-07,2024-08-05
1660,14112,Health,8005.92,Approved,7.0,West,2024-11-16,2024-11-23
1661,11238,Health,25910.98,Pending,,East,2024-05-30,
1662,13466,Motor,23052.33,Approved,44.0,East,2024-08-10,2024-09-23
1663,15518,Health,143957.91,Rejected,31.0,West,2024-05-07,2024-06-07
1664,15363,Motor,18568.45,Approved,27.0,East,2024-09-04,2024-10-01
1665,13166,Health,101791.05,Pending,,East,2024-02-20,
1666,10779,Motor,97177.85,Rejected,10.0,South,2024-07-09,2024-07-19
1667,12134,Motor,65587.19,Rejected,17.0,West,2024-08-24,2024-09-10
1668,12236,Motor,174729.01,Approved,19.0,North,2024-01-22,2024-02-10
1669,11639,Motor,38234.47,Approved,14.0,East,2024-04-19,2024-05-03
1670,18611,Motor,73730.24,Approved,30.0,West,2024-11-22,2024-12-22
1671,13689,Motor,155963.44,Approved,44.0,South,2024-02-02,2024-03-17
1672,14955,Property,10932.35,Rejected,25.0,North,2024-05-06,2024-05-31
1673,18398,Motor,136225.33,Approved,14.0,West,2024-12-30,2025-01-13
1674,17372,Health,164197.56,Approved,26.0,North,2024-12-21,2025-01-16
1675,13390,Travel,186792.23,Approved,42.0,North,2024-02-13,2024-03-26
1676,17250,Property,175877.84,Approved,2.0,North,2024-01-07,2024-01-09
1677,17249,Health,67279.9,Approved,10.0,East,2024-05-07,2024-05-17
1678,13796,Travel,119341.01,Rejected,5.0,East,2024-03-31,2024-04-05
1679,12534,Motor,20072.23,Approved,29.0,South,2024-05-09,2024-06-07
1680,12180,Motor,55284.65,Approved,13.0,South,2024-01-17,2024-01-30
1681,14306,Motor,23373.36,Approved,25.0,West,2024-11-16,2024-12-11
1682,14227,Health,66461.52,Approved,10.0,South,2024-07-04,2024-07-14
1683,19589,Health,175661.51,Approved,36.0,North,2024-04-19,2024-05-25
1684,11446,Motor,72697.53,Approved,39.0,North,2024-10-12,2024-11-20
1685,10951,Motor,114570.13,Rejected,36.0,East,2024-12-13,2025-01-18
1686,14021,Health,89509.27,Rejected,34.0,North,2024-06-11,2024-07-15
1687,15485,Motor,94488.72,Rejected,36.0,West,2024-03-15,2024-04-20
1688,11717,Health,194066.55,Approved,21.0,North,2024-07-17,2024-08-07
1689,14242,Health,62750.12,Pending,,North,2024-12-26,
1690,13805,Health,127328.27,Rejected,27.0,West,2024-10-13,2024-11-09
1691,15913,Health,86912.22,Pending,,South,2024-06-30,
1692,17475,Travel,16923.51,Approved,14.0,South,2024-04-06,2024-04-20
1693,14810,Motor,100419.51,Pending,,West,2024-02-20,
1694,11596,Health,163601.95,Rejected,33.0,East,2024-11-09,2024-12-12
1695,16594,Health,24256.83,Rejected,37.0,North,2024-02-03,2024-03-11
1696,13216,Motor,18570.41,Approved,20.0,West,2024-01-21,2024-02-10
1697,19098,Motor,34958.15,Rejected,23.0,North,2024-07-02,2024-07-25
1698,15755,Motor,154058.02,Pending,,East,2024-10-19,
1699,16283,Motor,146179.1,Approved,12.0,North,2024-03-04,2024-03-16
1700,11337,Health,115178.46,Approved,27.0,West,2024-05-03,2024-05-30
1701,12974,Travel,96304.15,Pending,,North,2024-04-10,
1702,14473,Motor,178223.53,Approved,20.0,South,2024-04-28,2024-05-18
1703,18552,Motor,154506.08,Approved,13.0,East,2024-12-06,2024-12-19
1704,16826,Property,163328.74,Approved,4.0,East,2024-03-18,2024-03-22
1705,15667,Motor,163586.15,Pending,,East,2024-06-29,
1706,18764,Motor,130329.85,Approved,6.0,West,2024-07-17,2024-07-23
1707,18013,Health,94312.85,Approved,25.0,East,2024-12-25,2025-01-19
1708,13044,Health,173612.16,Approved,15.0,South,2024-07-08,2024-07-23
1709,19776,Motor,185571.45,Rejected,39.0,West,2024-11-23,2025-01-01
1710,15018,Motor,9642.18,Approved,4.0,South,2024-04-12,2024-04-16
1711,12233,Motor,15053.2,Pending,,North,2024-11-28,
1712,15637,Health,191954.94,Pending,,North,2024-10-01,
1713,17467,Health,59046.32,Approved,12.0,North,2024-05-09,2024-05-21
1714,13246,Motor,175307.04,Approved,40.0,North,2024-08-28,2024-10-07
1715,14041,Health,80815.05,Approved,27.0,South,2024-05-13,2024-06-09
1716,11889,Travel,28224.51,Approved,2.0,West,2024-06-05,2024-06-07
1717,17676,Motor,20686.42,Approved,17.0,West,2024-11-13,2024-11-30
1718,12655,Motor,35519.04,Pending,,East,2024-06-06,
1719,13718,Health,53729.17,Rejected,6.0,South,2024-12-24,2024-12-30
1720,15535,Motor,100261.08,Approved,9.0,North,2024-07-08,2024-07-17
1721,19248,Motor,141792.09,Approved,22.0,South,2024-04-09,2024-05-01
1722,12129,Health,197347.72,Approved,34.0,East,2024-02-21,2024-03-26
1723,19698,Travel,91093.81,Approved,40.0,East,2024-02-18,2024-03-29
1724,11630,Travel,106046.06,Approved,44.0,South,2024-04-09,2024-05-23
1725,15060,Health,106754.06,Rejected,21.0,South,2024-09-07,2024-09-28
1726,10991,Health,110189.7,Pending,,South,2024-02-23,
1727,14590,Motor,105959.43,Approved,14.0,West,2024-05-16,2024-05-30
1728,19385,Health,6711.08,Rejected,40.0,North,2024-06-10,2024-07-20
1729,16866,Motor,5336.34,Approved,12.0,South,2024-12-19,2024-12-31
1730,18894,Motor,24044.93,Rejected,19.0,South,2024-10-18,2024-11-06
1731,19222,Health,24803.54,Approved,31.0,South,2024-03-21,2024-04-21
1732,14921,Health,142454.9,Approved,34.0,East,2024-08-07,2024-09-10
1733,18021,Motor,44958.63,Pending,,East,2024-03-25,
1734,12481,Property,179469.25,Approved,2.0,West,2024-03-23,2024-03-25
1735,18754,Motor,186078.23,Rejected,37.0,North,2024-11-14,2024-12-21
1736,16281,Motor,195299.2,Approved,7.0,West,2024-03-07,2024-03-14
1737,18558,Motor,188120.85,Approved,38.0,North,2024-08-21,2024-09-28
1738,16249,Health,58018.22,Approved,30.0,East,2024-07-16,2024-08-15
1739,10793,Health,104406.48,Approved,12.0,East,2024-09-15,2024-09-27
1740,14731,Motor,39213.72,Approved,14.0,East,2024-06-25,2024-07-09
1741,10986,Health,162210.88,Approved,12.0,West,2024-10-24,2024-11-05
1742,19149,Motor,178244.18,Approved,39.0,South,2024-10-06,2024-11-14
1743,13595,Health,171001.32,Approved,26.0,South,2024-10-26,2024-11-21
1744,10854,Motor,89506.55,Rejected,16.0,East,2024-05-08,2024-05-24
1745,11569,Motor,152941.41,Approved,14.0,South,2024-06-28,2024-07-12
1746,12256,Property,24027.94,Pending,,South,2024-10-18,
1747,14103,Motor,12847.73,Approved,34.0,West,2024-07-25,2024-08-28
1748,14176,Motor,151881.1,Approved,14.0,North,2024-10-20,2024-11-03
1749,17961,Health,87944.28,Approved,39.0,East,2024-12-03,2025-01-11
1750,15254,Property,199132.11,Approved,25.0,East,2024-06-23,2024-07-18
1751,18429,Motor,23964.57,Approved,21.0,West,2024-01-29,2024-02-19
1752,17906,Motor,171847.4,Approved,18.0,West,2024-06-27,2024-07-15
1753,16001,Motor,98596.7,Approved,25.0,South,2024-02-10,2024-03-06
1754,11732,Health,166294.29,Approved,27.0,East,2024-07-10,2024-08-06
1755,10814,Motor,164339.82,Rejected,41.0,North,2024-12-09,2025-01-19
